,HepG2_xenograft_CTL_1,HepG2_xenograft_CTL_2,HepG2_xenograft_CTL_3,HepG2_xenograft_CTL_4,HepG2_xenograft_CTL_5,HepG2_xenograft_DKD_1,HepG2_xenograft_DKD_2,HepG2_xenograft_DKD_3,HepG2_xenograft_DKD_4,HepG2_xenograft_DKD_5
ASF1B,2173.28897,2056.433294,2567.321423,2648.2412,2765.628332,1884.132691,3031.667719,2736.83777,2406.599948,2455.160106
ASGR1,13106.88874,12358.84025,12006.73445,13009.39434,10500.20292,12773.6628,12065.28943,12899.46722,13356.13453,14262.85243
ASGR2,10245.50514,9076.845577,8739.046088,9683.311024,8914.303867,10742.14553,10216.17353,10516.23858,10125.54645,11120.94099
ASH1L,2027.300011,2168.767987,2165.335664,2018.003259,2186.989489,2213.756327,2077.378133,2341.57058,2514.550316,2240.369716
ASH2L,2635.58734,2906.533671,2638.808582,2882.122604,2906.461066,2517.488077,2860.950587,2852.124033,2615.568091,2406.03764
ASH2LP1,0,0,0,0,0,0,0,0,0,0
ASH2LP2,0,0,0,0,0,0,0,0,0,0
ASH2LP3,1.946519454,0,4.144183089,0,0,0,0,0,0.990370349,0
ASIC1,146.9622187,102.2144501,100.4964399,130.3940567,115.3195578,96.59665486,156.3308567,122.0678085,135.6807378,123.2877574
ASIC2,0,0,1.036045772,0,0,0,0,0,0,0
ASIC3,9.732597268,8.09619407,16.57673236,13.45335506,19.39001414,10.95425983,14.38627516,7.750337047,18.81703663,18.30052649
ASIC4,1.946519454,7.084169812,8.288366178,8.27898773,5.102635299,0,2.877255032,4.843960654,4.951851744,8.668670441
ASIC5,0,0,0,0,0,0,0,0,0,0
ASIP,8.759337541,4.048097035,4.144183089,1.034873466,10.2052706,5.975050816,15.34536017,5.812752785,4.951851744,21.1900833
ASL,1544.563186,1343.968216,1301.27349,1374.311963,1229.735107,1554.509054,1556.594972,1634.352325,1414.248858,1730.844531
ASLP1,126.5237645,100.1904016,91.17202795,128.3243098,93.8884895,94.60497125,120.8447114,116.2550557,119.8348122,113.6559013
ASMT,35.03735016,22.26453369,38.33369357,30.01133052,30.61581179,38.8378303,37.40431542,34.87651671,37.63407326,43.34335221
ASMTL,364.9723975,356.2325391,365.7241576,291.8343175,353.1023627,403.3159301,367.3295591,373.9537625,377.3311029,447.8813061
ASNS,4283.316057,7506.183927,3734.945009,5946.382937,3876.9823,7414.042221,3555.328135,5500.801719,5135.070259,4982.559133
ASNSD1,2374.753733,2960.170957,2467.861029,2810.716334,2699.294073,3467.521157,3116.0672,3581.624508,3234.549559,3087.009863
ASNSP1,8.759337541,19.22846092,4.144183089,11.38360813,11.22579766,26.88772867,2.877255032,17.43825836,3.961481396,16.37415528
ASNSP3,0,1.012024259,0,0,0,0.995841803,0,2.906376393,0,4.815928023
ASNSP4,5.839558361,2.024048518,1.036045772,1.034873466,0,4.979209013,1.918170021,0.968792131,1.980740698,0
ASNSP6,0,0,0,0,0,0,0.959085011,0,0,0
ASPA,29.1977918,23.27655795,20.72091544,38.29031825,32.65686591,27.88357047,26.8543803,31.97014032,28.72074012,22.15326891
ASPDH,210.224101,186.2124636,191.6684679,171.7889954,202.0643578,156.347163,162.0853668,174.3825836,128.7481454,202.268977
ASPG,0,1.012024259,0,0,0,0,0,0.968792131,0.990370349,0.963185605
ASPH,5826.905984,6581.193755,5555.27743,5749.756979,5324.089671,7694.869609,5995.240402,6819.327809,7408.96058,7215.223364
ASPHD1,21.41171399,16.19238814,31.08137317,14.48822853,31.63633885,85.64239503,86.31765097,45.53323015,59.42222093,52.97520825
ASPHD2,1.946519454,0,0,2.069746933,0,0.995841803,0.959085011,0,0.990370349,0
ASPM,3832.696804,5705.792771,4301.662046,4666.244459,5143.456381,3982.371369,4594.976286,5698.435314,4657.711751,4102.20749
ASPN,33.09083071,25.30060647,61.12670056,44.49955905,89.80638126,6.970892619,46.03608051,23.25101114,37.63407326,14.44778407
ASPRV1,63.26188224,72.86574663,75.63134137,68.30164877,100.0116519,72.69645159,97.82667109,64.90907277,51.49925814,68.38617793
ASPSCR1,10185.16304,8797.526882,9626.937315,8609.112366,8510.175152,6162.269075,7801.197477,6231.270986,6499.8006,8198.635866
ASRGL1,949.9014933,983.6875795,910.6842338,1043.152454,843.9758784,1675.005912,1757.04374,1653.728167,1747.013295,1581.550763
ASS1,2046.765205,2277.054582,2338.355308,2189.792255,2250.262167,1495.754388,2115.741534,2087.747042,1894.578477,1841.610876
ASS1P1,0,0,0,0,0,0,0,0,0,0.963185605
ASS1P10,0,2.024048518,5.180228861,1.034873466,1.02052706,0,2.877255032,0,0,0
ASS1P11,0,0,0,0,0,0,0,0,0,0
ASS1P12,0.973259727,0,0,0,1.02052706,0,0,0,0,0
ASS1P2,15.57215563,14.16833962,17.61277813,17.59284893,13.26685178,23.90020326,15.34536017,17.43825836,14.85555523,13.48459846
ASS1P4,0,0,0,0,0,0,0,0,0,0
ASS1P5,0.973259727,5.060121294,11.39650349,3.104620399,8.164216478,0,4.795425054,0.968792131,0.990370349,0
ASS1P6,0.973259727,0,0,0,0,0,0,0,0,0
ASS1P7,0,0,0,0,0,0,0,0,0,0
ASS1P8,0,0,0,0,0,0.995841803,0,0,0.990370349,0
ASS1P9,1.946519454,1.012024259,1.036045772,2.069746933,5.102635299,0,2.877255032,0,0,0.963185605
ASTE1,386.3841115,364.3287332,355.3636999,382.9031825,383.7181745,415.2660317,436.3836799,434.9876668,378.3214733,346.7468177
ASTL,0,0,0,0,0,0,0,0,0,0
ASTN1,0,0,0,0,0,0,0,0,0,0
ASTN2,536.2661094,614.2987251,462.0764144,551.5875575,488.8324616,647.2971717,513.1104807,678.1544916,596.20295,581.7641052
ASXL1,13071.85139,13021.71614,13526.6136,12679.26971,11170.6892,13023.6191,10605.56205,11495.68743,12440.04195,12228.60444
ASXL2,3499.841977,4206.984844,3818.864716,3644.824348,4173.955675,3330.094988,2806.282741,3123.38583,3050.340675,3036.924211
ASXL3,0,0,0,1.034873466,0,0.995841803,0,0,0.990370349,1.926371209
ASZ1,8.759337541,5.060121294,7.252320405,10.34873466,9.184743538,4.979209013,3.836340043,14.53188196,12.87481454,9.631856046
ATAD1,1525.097992,2112.094628,1772.674316,1715.820207,1720.608623,1603.305302,1458.768301,1437.687522,1465.748116,1537.244225
ATAD2,10226.03995,13457.89859,10849.47133,11857.58018,11436.02623,10389.61753,10192.19641,11327.11759,11089.1768,10296.45411
ATAD2B,1119.248686,1588.878086,1212.173553,1237.708666,1128.702928,1452.93319,1236.260579,1392.154292,1431.085154,1378.3186
ATAD3A,3179.639527,2785.09076,2769.350349,2678.252531,2651.329301,2425.870631,3362.552048,3118.541869,3056.282897,2794.201439
ATAD3B,2411.737603,2109.058555,2143.578703,2039.735602,2083.916256,1898.074476,2494.580113,2325.101114,2481.868094,2233.627417
ATAD3C,93.43293377,80.9619407,91.17202795,81.75500383,70.41636713,84.64655323,89.194906,91.0664603,104.979257,83.7971476
ATAD5,1762.573365,1891.47334,1544.744246,1887.609202,1800.209733,1253.76483,1474.113661,1827.141959,1617.27478,1312.821979
ATAT1,823.3777288,720.5612723,860.9540367,783.399214,784.785309,907.2118822,857.4219996,618.0893795,861.6222035,853.3824457
ATCAY,81.75381705,60.72145553,72.52320405,74.51088957,74.49847536,73.6922934,88.23582099,85.25370752,87.1525907,74.16529155
ATE1,3449.232472,4158.407679,3274.940686,3587.906308,3545.311006,2361.140914,1961.328847,2235.003446,2185.74736,2170.057167
ATE1-AS1,4.866298634,4.048097035,1.036045772,4.139493865,4.082108239,7.966734421,7.672680086,5.812752785,9.903703489,6.742299232
ATF1,755.249548,946.242682,807.0796565,880.6773198,838.8732431,812.606911,654.0959773,786.6592103,781.4022053,734.9106163
ATF1P1,0,0,0,0,0,0,0,0,0,0
ATF2,1757.707067,2182.936326,1598.618626,1671.320648,1476.702656,3638.805947,2401.548867,3208.639538,3277.135484,3459.762692
ATF3,427.26102,781.2827278,811.2238396,406.7052722,538.8382876,802.6484929,482.4197604,450.4883409,843.7955372,970.8910894
ATF4,15105.96422,19300.31464,18566.97628,17381.73474,16665.20689,19694.76333,17863.91741,17008.11465,19011.14922,17202.4949
ATF4P2,3.893038907,5.060121294,15.54068658,8.27898773,10.2052706,13.94178524,6.713595075,6.781544916,5.942222093,3.852742418
ATF4P3,5.839558361,10.12024259,16.57673236,10.34873466,8.164216478,13.94178524,5.754510064,23.25101114,14.85555523,22.15326891
ATF4P4,0.973259727,4.048097035,12.43254927,7.244114264,5.102635299,13.94178524,18.2226152,7.750337047,14.85555523,12.52141286
ATF5,1650.648497,1793.306987,1713.619707,1576.112289,1823.681856,1695.91859,1993.937737,1838.767464,1819.310331,1639.341899
ATF6,2145.064438,2507.796113,2027.541576,2196.001495,1997.171456,2394.999535,1877.888451,2112.935637,2096.614029,1985.125531
ATF6B,1672.060211,1342.956191,1403.842021,1512.985008,1335.869921,1110.36361,1106.784102,988.1679735,995.3222006,1040.240453
ATF7,1378.135773,1494.75983,1513.662873,1497.461906,1628.761187,1842.307335,1493.295362,1430.905977,1540.025893,1612.372702
ATF7IP,770.8217036,834.9200135,788.4308326,747.1786426,779.6826737,847.4613741,657.9323174,863.1937886,652.6540599,580.8009196
ATF7IP2,650.1374975,700.3207871,614.3751429,691.2954755,680.6915489,787.7108659,802.754154,844.7867381,773.4792425,907.3208395
ATG10,287.1116194,321.8237143,326.3544182,292.869191,343.9176191,315.6818514,343.3524338,300.3255606,258.4866611,299.550723
ATG101,1085.184595,1050.481181,1246.363064,983.1297929,1128.702928,843.4780069,1070.338872,857.3810358,966.6014605,1051.79868
ATG12,1562.081861,1950.170747,1571.681436,1522.298869,1728.772839,1628.201347,1482.745427,1625.633196,1580.631077,1767.445584
ATG12P2,0,0,0,0,0,0,0,0,0,0
ATG13,2614.175626,2719.309183,2778.674761,2847.971779,2701.335127,2932.754109,2742.024046,2610.894793,2716.585867,2504.282572
ATG14,1046.254206,1063.637496,959.378385,1141.465433,989.911248,1002.812695,1040.607237,1192.583113,1021.07183,1103.810703
ATG16L1,1797.610715,1691.092536,1989.207883,1541.961465,1811.435531,2040.479854,2191.50925,2082.903081,2196.641434,2078.554535
ATG16L2,614.1268876,481.7235472,575.0054036,690.260602,526.5919628,470.0373309,533.251266,438.8628353,520.9348035,574.0586203
ATG2A,904.1582862,810.6314313,837.1249839,866.1890913,713.3484148,745.8855102,843.0357244,701.4055028,788.3347977,777.2907829
ATG2B,1710.01734,1612.154644,1419.382708,1495.392159,1490.990034,1663.05581,1430.954836,1527.78519,1493.478486,1414.919653
ATG3,1433.611578,1662.755857,1521.951239,1580.251783,1619.576444,1263.723248,1368.61431,1281.711989,1390.47997,1149.080426
ATG3P1,0,0,0,0,0,0,0,0,0,0
ATG4A,230.6625552,251.9940404,270.4079465,284.5902032,291.8707391,159.3346884,197.5715122,215.0718531,205.9970326,155.0728823
ATG4AP1,0,0,0,0,0,0,0,0,0,0
ATG4B,2990.82714,2468.327167,2651.241131,2589.253413,2387.012793,3577.063755,3626.300426,3556.435913,3883.242138,3987.588403
ATG4C,338.6943849,484.75962,388.5171646,432.5771089,443.929271,368.461467,324.1707336,373.9537625,357.5236959,343.8572608
ATG4D,689.0678865,687.1644717,780.1424665,676.8072469,634.7678312,1009.783588,991.6939011,870.9441257,997.3029413,1004.602586
ATG5,542.1056678,718.5372237,669.2855688,736.829908,714.3689418,604.4759742,599.4281317,542.5235933,604.1259128,486.4087303
ATG7,779.5810411,855.1604987,840.2331212,940.6999808,901.1253938,938.0829781,890.989975,847.6931145,926.9866466,822.5605063
ATG9A,3343.147161,3024.94051,3268.724411,2962.842734,3084.032775,4152.660317,3971.571029,3609.71948,4058.53769,4037.674055
ATG9B,7.786077814,2.024048518,7.252320405,5.174367331,12.24632472,0.995841803,8.631765097,0.968792131,2.971111047,3.852742418
ATIC,8211.392315,9147.687275,8441.700952,9119.304985,8424.450879,14503.44001,13390.74492,15134.47067,14342.54339,12898.01843
ATL1,54.5025447,26.31263073,19.68486967,27.94158359,47.96477181,54.77129915,73.84954583,73.62820195,55.46073954,72.23892035
ATL2,4268.717162,5088.457973,3893.460012,4728.336867,4245.392569,4739.211139,4290.946338,5072.595597,4751.796934,4481.702618
ATL3,29.1977918,37.44489758,26.93719008,25.87183666,32.65686591,24.89604507,42.19974047,31.00134819,32.68222151,30.82193935
ATM,3205.91754,3776.874534,3015.929243,3377.826994,3191.188116,4112.826645,3070.031119,3232.859341,3720.821401,3879.711615
ATMIN,2056.497803,2157.63572,2149.794977,2044.909969,2236.995315,2014.587967,2080.255388,2121.654767,1878.732552,1996.683758
ATN1,2551.887004,2148.527501,2849.125874,2443.336254,2629.898233,2493.587874,2996.181574,2425.855496,2863.160679,2796.12781
ATOH1,0,0,0,0,0,0,0,0,0,0
ATOH7,2.91977918,3.036072776,1.036045772,2.069746933,0,1.991683605,3.836340043,0.968792131,1.980740698,5.779113628
ATOH8,0,3.036072776,0,0,2.04105412,1.991683605,0,0,1.980740698,2.889556814
ATOX1,995.6447005,885.5212264,968.702797,1051.431442,1101.148698,812.606911,981.143966,813.7853899,834.8822041,901.5417259
ATP10A,1619.504185,1445.170642,1746.773172,1505.740893,1470.579493,1936.912306,732.7409482,1087.953563,1339.971082,1974.530489
ATP10B,20.43845426,38.45692183,27.97323585,32.08107745,18.36948708,32.86277949,26.8543803,26.15738753,21.78814768,20.2268977
ATP10D,162.5343744,88.04611051,77.70343291,151.0915261,153.079059,136.430327,133.3128165,146.2876118,137.6614785,134.8459846
ATP11A,4662.887351,4976.12328,4749.23382,4525.501668,4430.107967,5018.046844,4008.01626,4461.287763,4961.755448,4629.070016
ATP11B,1391.761409,1788.246865,1255.687476,1546.100959,1456.292114,1556.500738,1231.465154,1466.751286,1369.682193,1331.122506
ATP11C,1445.290694,1741.693749,1334.426955,1726.168942,1571.611672,2000.646182,1828.975115,2165.250413,2114.440695,1844.500433
ATP12A,0,0,0,0,0,0,0,0,0,0
ATP13A1,3416.141641,3135.251154,3335.031341,3135.666603,3167.715994,3075.159487,3656.032061,3139.855296,3427.671777,3296.021139
ATP13A2,1413.173123,1316.643561,1378.976923,1346.37038,1220.550364,1110.36361,1269.828554,1087.953563,1129.022198,1160.638654
ATP13A3,9404.60874,12586.54571,8753.550729,10673.68493,9074.526616,9179.669737,8238.540242,10674.1517,9381.778315,8629.179832
ATP13A4,15.57215563,24.28858221,24.86509853,15.52310199,20.4105412,26.88772867,20.14078523,29.06376393,28.72074012,26.00601132
ATP13A5,0,0,2.072091544,0,0,0,0,0,0,0
ATP1A1,30738.46195,30020.68761,31756.87501,27252.35786,30062.68613,30103.30185,25088.7048,25863.84352,27539.22829,27264.89491
ATP1A2,7.786077814,4.048097035,29.00928162,12.4184816,12.24632472,6.970892619,31.64980535,17.43825836,8.91333314,15.41096967
ATP1A3,46.71646688,48.57716442,54.91042593,37.25544479,38.78002827,42.82119751,63.29961071,61.03390425,63.38370233,63.5702499
ATP1A4,28.22453208,33.39680054,27.97323585,32.08107745,23.47212238,42.82119751,23.97712527,38.75168524,22.77851802,38.52742418
ATP1B1,12209.54327,12180.72398,11389.25117,10044.48186,13062.74637,8701.665672,7480.863084,7879.186401,6978.149478,9022.159558
ATP1B1P1,0,1.012024259,1.036045772,1.034873466,1.02052706,3.983367211,0.959085011,0.968792131,0,0.963185605
ATP1B2,14.5988959,23.27655795,18.6488239,23.80208972,27.55423061,18.92099425,21.09987024,32.93893245,17.82666628,20.2268977
ATP1B3,3736.344091,3890.221251,3692.467132,3802.125115,3847.387015,2537.404913,2847.523397,2790.121337,2804.728828,2589.042905
ATP1B3P1,0,2.024048518,1.036045772,2.069746933,2.04105412,0,0.959085011,0,0.990370349,0
ATP1B4,25.3047529,19.22846092,11.39650349,17.59284893,23.47212238,24.89604507,39.32248544,19.37584262,31.69185116,30.82193935
ATP23,183.9460884,259.0782102,202.0289256,239.0557707,290.850212,224.0644056,240.7303377,254.7923304,231.7466616,258.133742
ATP2A1,650.1374975,491.8437898,840.2331212,637.4820552,667.4246971,584.5591382,931.2715454,766.3145755,683.3555407,644.3711695
ATP2A2,10980.31624,12468.13887,12680.16421,11539.87402,12300.41265,11020.98123,10277.55497,10444.54796,11324.88494,10148.12353
ATP2A3,6.812818087,6.072145553,8.288366178,7.244114264,6.123162359,4.979209013,8.631765097,3.875168524,1.980740698,10.59504165
ATP2B1,3332.441304,3814.319431,3064.623394,3575.487826,3429.991448,3512.334038,3348.165772,3863.543018,3460.353999,3410.640226
ATP2B2,34.06409044,20.24048518,17.61277813,20.69746933,23.47212238,61.74219176,52.74967559,90.09766817,37.63407326,69.34936353
ATP2B3,0,0,5.180228861,2.069746933,1.02052706,1.991683605,6.713595075,0,1.980740698,1.926371209
ATP2B4,33.09083071,42.50501887,53.87438015,56.91804064,50.00582593,13.94178524,35.4861454,13.56308983,31.69185116,21.1900833
ATP2C1,2192.754164,2771.934445,2359.076223,2456.789609,2212.502666,2681.801975,1949.819827,2118.74839,2419.474762,2227.848303
ATP2C2,0,0,0,1.034873466,0,0,0,0,0,0
ATP4A,2.91977918,3.036072776,11.39650349,3.104620399,1.02052706,0.995841803,3.836340043,1.937584262,0,0.963185605
ATP4B,0,0,0,0,0,0,0,0,0,0
ATP5F1A,27682.42641,29706.96009,27649.98957,28145.45366,28038.98097,31505.44711,29578.18173,29995.74196,30235.01638,29294.32698
ATP5F1AP1,0,0,0,0,0,0,0,0,1.980740698,0
ATP5F1AP10,4.866298634,0,8.288366178,11.38360813,0,3.983367211,0,10.65671344,0,7.705484837
ATP5F1AP2,84.67359623,111.3226685,120.1813096,40.36006518,74.49847536,123.4843835,97.82667109,152.1003646,64.37407268,141.5882839
ATP5F1AP3,4.866298634,4.048097035,3.108137317,7.244114264,6.123162359,5.975050816,4.795425054,5.812752785,2.971111047,6.742299232
ATP5F1AP4,0,0,0,0,0,0,0,0,0,0
ATP5F1AP7,0,2.024048518,0,0,2.04105412,0,2.877255032,0,0,0
ATP5F1AP8,16.54541535,17.2044124,55.9464717,28.97645706,40.82108239,10.95425983,28.77255032,11.62550557,18.81703663,4.815928023
ATP5F1B,31882.04213,33643.73446,31346.60088,31035.85525,30477.02011,36123.16555,32388.30081,34921.08115,34840.2385,33655.6314
ATP5F1BP1,4.866298634,5.060121294,14.50464081,12.4184816,19.39001414,6.970892619,12.46810514,6.781544916,3.961481396,0.963185605
ATP5F1C,7519.404649,9251.925774,8573.278765,9157.595303,8868.38015,8850.0461,8788.095953,8669.720779,8678.615367,8328.665923
ATP5F1CP1,0.973259727,3.036072776,4.144183089,8.27898773,8.164216478,2.987525408,9.590850107,2.906376393,1.980740698,0.963185605
ATP5F1D,3243.874669,2632.275097,2539.348188,2194.966622,2229.851626,2789.352889,3468.051399,3263.860689,3279.116225,3840.221006
ATP5F1E,11129.22498,11396.40518,11144.74437,11544.01352,11838.11389,9668.628062,9698.267628,9055.300047,9360.980538,9295.70427
ATP5F1EP1,0,0,0,0,0,0,0,0,0,0
ATP5F1EP2,110.9516089,154.8397116,82.88366178,122.115069,167.3664378,121.4926999,104.5402662,135.6308983,114.8829605,199.3794202
ATP5IF1,2281.3208,2241.633733,2306.237889,2334.67454,2361.499616,2421.887264,2552.125214,2451.044091,2457.108836,2601.564318
ATP5MC1,3865.787635,3470.231183,3777.422885,3788.67176,3666.753726,2845.12003,3045.094909,2887.969342,3158.291043,2776.864098
ATP5MC1P1,0,0,1.036045772,0,0,0,0,0,0,0
ATP5MC1P3,0,0,0,0,0,0,0,0,0,0
ATP5MC1P4,1.946519454,1.012024259,18.6488239,15.52310199,14.28737884,4.979209013,8.631765097,4.843960654,2.971111047,1.926371209
ATP5MC1P5,0,1.012024259,1.036045772,0,0,0,0.959085011,0,0.990370349,0
ATP5MC1P6,5.839558361,4.048097035,32.11741894,16.55797546,12.24632472,0,11.50902013,3.875168524,11.88444419,1.926371209
ATP5MC1P7,0,2.024048518,12.43254927,7.244114264,12.24632472,0,8.631765097,3.875168524,5.942222093,0.963185605
ATP5MC1P8,0,0,0,1.034873466,0,0,0,0,0,0.963185605
ATP5MC2,6360.252314,6231.033361,6362.357087,6367.576438,5995.596476,6290.732667,5582.833847,5383.577871,5489.622844,6049.768783
ATP5MC2P1,14.5988959,3.036072776,11.39650349,13.45335506,9.184743538,4.979209013,9.590850107,6.781544916,1.980740698,0
ATP5MC2P3,0,0,0,0,1.02052706,0,0,0,0,0
ATP5MC2P4,0,1.012024259,7.252320405,2.069746933,1.02052706,2.987525408,8.631765097,0,1.980740698,1.926371209
ATP5MC3,8282.440275,8141.735162,8428.232357,8696.041737,8448.943528,12186.11614,12334.79232,12229.06307,12054.78789,11638.17166
ATP5MD,2660.892093,3315.391472,3179.624475,3163.608186,3352.431391,1921.974679,2018.873948,2021.869177,1870.809589,1820.420793
ATP5MDP1,3.893038907,0,0,0,0,0,0,0,0,1.926371209
ATP5ME,3313.94937,3026.964558,3339.175524,3376.79212,3491.223072,2814.248934,3104.55818,2949.972039,2943.380677,2845.250276
ATP5MF,4379.66877,4064.289423,4062.335473,4046.355253,4417.861642,4013.242465,4014.729855,4003.049085,3867.396212,3910.533555
ATP5MF-PTCD1,775.6880022,654.7796954,815.3680227,755.4576304,775.6005654,572.6090365,753.8408184,770.1897441,664.5385041,610.6596733
ATP5MFP1,0,0,0,0,0,0,0,0,0,0
ATP5MFP3,0,0,0,0,0,0,0,0,0,0
ATP5MFP4,1.946519454,0,0,0,0,0,0,0.968792131,0,0
ATP5MFP5,15.57215563,18.21643666,6.216274633,35.18569785,19.39001414,11.95010163,12.46810514,20.34463475,36.64370291,16.37415528
ATP5MFP6,0,0,0,0,0,0,0,0,0,0
ATP5MG,4519.818171,4720.081143,4616.619961,4517.22268,4989.356795,4386.683141,4668.825832,4190.994758,4389.321386,4167.704111
ATP5MGL,2.91977918,4.048097035,8.288366178,9.313861196,1.02052706,4.979209013,9.590850107,3.875168524,4.951851744,4.815928023
ATP5MGP2,0,0,0,3.104620399,1.02052706,0,0,0.968792131,0,1.926371209
ATP5MGP3,0,0,0,0,0,0,1.918170021,0,2.971111047,0
ATP5MGP4,0,0,0,0,0,0,0,0,0,0
ATP5MGP5,0.973259727,0,0,0,0,0,0,0,0,0
ATP5MGP6,0,0,0,0,0,0,0.959085011,0,0,0
ATP5MGP7,0,0,0,0,1.02052706,0,0,0,0,0
ATP5MPL,3436.580095,3802.17514,3471.789383,3656.207956,3771.868013,3528.267507,3564.918985,3335.551307,3405.88363,3373.075987
ATP5PB,6494.562157,7202.57665,6516.727907,7074.395015,6808.956543,7014.709658,6417.237807,6952.052331,6868.218369,6262.632801
ATP5PBP1,1.946519454,6.072145553,1.036045772,4.139493865,0,2.987525408,3.836340043,3.875168524,1.980740698,5.779113628
ATP5PBP2,0.973259727,1.012024259,0,0,0,0,0,0.968792131,0,1.926371209
ATP5PBP3,0.973259727,0,1.036045772,0,1.02052706,0,0.959085011,0.968792131,0,0
ATP5PBP4,0,0,0,0,0,0,0,0,0,0
ATP5PBP5,0,2.024048518,3.108137317,0,0,3.983367211,1.918170021,0,0,0
ATP5PBP6,0,1.012024259,0,0,0,0,0,0,0,0.963185605
ATP5PBP7,0.973259727,1.012024259,4.144183089,5.174367331,6.123162359,0,2.877255032,0,1.980740698,0.963185605
ATP5PD,4767.999401,4530.832607,4638.376922,4861.835544,5188.359572,4264.194599,4827.074859,4346.970291,4674.548047,4363.230789
ATP5PDP1,3.893038907,0,0,2.069746933,1.02052706,0,0,0.968792131,0.990370349,0
ATP5PDP2,8.759337541,2.024048518,2.072091544,1.034873466,2.04105412,0.995841803,0.959085011,0,0.990370349,0
ATP5PDP3,0,0,0,0,0,0,0,0,0.990370349,0
ATP5PDP4,0,0,0,1.034873466,3.061581179,0,0.959085011,1.937584262,0,0
ATP5PF,3205.91754,3469.219159,3145.434964,3429.570667,3552.454695,3020.388187,3201.425766,3249.328807,3193.944375,2996.470416
ATP5PFP1,0,2.024048518,0,0,0,0,0.959085011,0,0,0.963185605
ATP5PO,5929.098255,6303.899108,6022.534074,6260.984471,6157.860279,6589.485208,6319.411136,6219.64548,6292.813197,6087.333021
ATP5POP1,0,1.012024259,0,0,0,0,0,0.968792131,0,0.963185605
ATP6AP1,2558.699822,2163.707865,2251.327463,2455.754735,2303.329574,2380.061908,2330.576576,2202.064514,2217.439211,2346.320133
ATP6AP1L,442.8331757,487.7956927,396.8055307,446.030464,441.8882169,406.3034555,342.3933488,343.9212065,325.8318448,375.6423858
ATP6AP2,2158.690074,2525.000526,2014.072981,2400.906442,2334.965913,1763.635833,1743.616549,1919.177211,1738.099962,1634.525971
ATP6V0A1,3549.478224,3593.698143,3809.540304,3542.371875,3552.454695,2652.922562,2737.228621,2046.08898,2785.911791,2963.722105
ATP6V0A2,1884.230831,1880.341073,1919.792816,1868.98148,2085.95731,1324.469598,1609.344648,1667.291257,1408.306636,1429.367437
ATP6V0A4,6.812818087,6.072145553,7.252320405,4.139493865,3.061581179,2.987525408,6.713595075,2.906376393,1.980740698,0.963185605
ATP6V0B,3412.248602,3092.746135,3608.547425,3340.571549,3261.604483,2441.8041,3102.64001,2574.080692,2834.439938,2433.970023
ATP6V0C,2748.485468,2179.900253,2364.256452,1862.772239,2488.044972,1983.716871,2527.189003,2321.225946,2416.503651,2466.718333
ATP6V0CP1,0,0,0,0,0,0,0,0,0,0.963185605
ATP6V0CP2,0,0,0,0,0,0,0,0,0,0
ATP6V0CP3,0,0,0,0,1.02052706,0,0,0,0,0.963185605
ATP6V0CP4,7.786077814,26.31263073,16.57673236,8.27898773,7.143689418,17.92515245,6.713595075,15.50067409,25.74962907,16.37415528
ATP6V0D1,1163.045373,939.1585122,1055.730642,838.2475077,1092.984481,876.3407863,1056.911682,832.1924404,968.5822012,794.6281238
ATP6V0D2,28.22453208,26.31263073,27.97323585,20.69746933,28.57475767,17.92515245,33.56797538,11.62550557,35.65333256,23.11645451
ATP6V0E1,2308.572072,2202.164787,2594.258614,2283.96574,2301.28852,2378.070225,2133.964149,1922.083588,2162.968842,2141.161599
ATP6V0E1P1,0,0,0,0,0,0,0,0,0,0
ATP6V0E1P2,0,0,0,0,0,0,0,0,0,0
ATP6V0E1P3,0,0,0,0,0,0,0,0,0,0
ATP6V0E1P4,0,0,0,0,0,0,0,0,0,0
ATP6V0E2,4986.98284,3737.405588,4004.31691,4437.537423,4373.978978,3737.394285,5461.989136,4927.276778,4437.849533,4557.794281
ATP6V1A,2741.67265,2812.415415,2210.921678,2469.20809,2548.256068,3005.45056,2655.706395,2949.003246,2824.536235,2676.692795
ATP6V1B1,67.15492115,33.39680054,38.33369357,88.9991181,54.08793417,51.78377374,67.13595075,79.44095473,74.27777617,105.9504165
ATP6V1B2,3502.761757,3828.487771,3678.998537,3582.73194,3454.484097,3793.161426,3465.174144,3332.64493,3679.225846,3488.65826
ATP6V1C1,2481.812303,2965.231078,2618.087666,2568.555943,2769.71044,2460.725094,2474.439328,2466.544765,2383.82143,2069.885864
ATP6V1C2,0,0,0,2.069746933,3.061581179,0.995841803,0,0,0,0
ATP6V1D,903.1850264,985.7116281,932.441195,996.583148,896.0227585,819.5778036,704.9274829,686.8736208,814.0844268,745.505658
ATP6V1E1,2381.566551,2544.228987,2563.17724,2652.380694,2707.45829,2115.167989,2508.966388,2222.409148,2356.09106,2245.185644
ATP6V1E1P1,10.70585699,0,20.72091544,7.244114264,24.49264943,2.987525408,20.14078523,1.937584262,6.932592442,1.926371209
ATP6V1E2,36.01060989,41.49299461,61.12670056,52.77854678,73.4779483,100.5800221,100.7039261,70.72182556,86.16222035,64.53343551
ATP6V1F,1663.300873,1607.094523,1652.493007,1590.600518,1685.910703,1405.132784,1436.709346,1386.341539,1422.171821,1398.545498
